"visit_code","date","year","survey_year","survey_season","site","trapping_night","date_of_last_fire","x_elliotts_open","x_cages_open","comments"
"142-9-3-2",2014-12-13,2014,"142","1415","site_9-3","2",NA,10,6,""
"142-9-3-3",2014-12-14,2014,"142","1415","site_9-3","3",NA,10,6,""
"142-9-7-1",2014-12-12,2014,"142","1415","site_9-7","1",1986-10-09,10,6,""
"142-9-7-2",2014-12-13,2014,"142","1415","site_9-7","2",1986-10-09,10,6,""
"142-9-7-3",2014-12-14,2014,"142","1415","site_9-7","3",1986-10-09,10,6,""
"142-9-8-1",2014-12-12,2014,"142","1415","site_9-8","1",NA,10,6,""
"142-9-8-2",2014-12-13,2014,"142","1415","site_9-8","2",NA,10,6,""
"142-9-8-3",2014-12-14,2014,"142","1415","site_9-8","3",NA,10,6,""
"151-10-32-1",2015-12-11,2015,"151","1516","site_10-32","1",1972-12-23,10,6,""
"151-10-32-2",2015-12-12,2015,"151","1516","site_10-32","2",1972-12-23,10,6,""
"151-10-32-3",2015-12-13,2015,"151","1516","site_10-32","3",1972-12-23,10,6,""
"151-10-38-1",2015-12-14,2015,"151","1516","site_10-38","1",2003-12-22,10,6,""
"151-10-38-2",2015-12-15,2015,"151","1516","site_10-38","2",2003-12-22,10,6,""
"151-10-38-3",2015-12-16,2015,"151","1516","site_10-38","3",2003-12-22,10,6,""
"151-10-6-1",2015-12-14,2015,"151","1516","site_10-6","1",2002-11-24,10,6,""
"151-10-6-2",2015-12-15,2015,"151","1516","site_10-6","2",2002-11-24,10,6,""
"151-10-6-3",2015-12-16,2015,"151","1516","site_10-6","3",2002-11-24,10,6,""
"151-10-7-1",2015-12-11,2015,"151","1516","site_10-7","1",2003-12-22,10,6,""
"151-10-7-2",2015-12-12,2015,"151","1516","site_10-7","2",2003-12-22,10,6,""
"151-10-7-3",2015-12-13,2015,"151","1516","site_10-7","3",2003-12-22,10,6,""
"151-11-17-1",2015-12-11,2015,"151","1516","site_11-17","1",2002-01-02,10,6,""
"151-11-17-2",2015-12-12,2015,"151","1516","site_11-17","2",2002-01-02,10,6,""
"151-11-17-3",2015-12-13,2015,"151","1516","site_11-17","3",2002-01-02,10,6,""
"151-11-3-1",2015-12-11,2015,"151","1516","site_11-3","1",2003-12-22,10,6,""
"151-11-3-2",2015-12-12,2015,"151","1516","site_11-3","2",2003-12-22,10,6,""
"151-11-3-3",2015-12-13,2015,"151","1516","site_11-3","3",2003-12-22,10,6,""
"151-11-7-1",2015-12-14,2015,"151","1516","site_11-7","1",1994-08-01,10,6,""
"151-11-7-2",2015-12-15,2015,"151","1516","site_11-7","2",1994-08-01,10,6,""
"151-11-7-3",2015-12-16,2015,"151","1516","site_11-7","3",1994-08-01,10,6,""
"151-12-28-1",2016-01-13,2015,"151","1516","site_12-28","1",2003-12-22,7,4,""
"151-12-28-2",2016-01-14,2015,"151","1516","site_12-28","2",2003-12-22,7,3,""
"151-12-28-3",2016-01-15,2015,"151","1516","site_12-28","3",2003-12-22,7,3,""
"151-12-29-1",2015-12-11,2015,"151","1516","site_12-29","1",2003-12-22,10,6,""
"151-12-29-2",2015-12-12,2015,"151","1516","site_12-29","2",2003-12-22,10,6,""
"151-12-29-3",2015-12-13,2015,"151","1516","site_12-29","3",2003-12-22,10,6,""
"151-12-54-1",2015-12-14,2015,"151","1516","site_12-54","1",2003-12-22,10,6,""
"151-12-54-2",2015-12-15,2015,"151","1516","site_12-54","2",2003-12-22,10,6,""
"151-12-54-3",2015-12-16,2015,"151","1516","site_12-54","3",2003-12-22,10,6,""
"151-12-B-1",2015-12-14,2015,"151","1516","site_12-B","1",2003-12-22,10,6,""
"151-12-B-2",2015-12-15,2015,"151","1516","site_12-B","2",2003-12-22,10,6,""
"151-12-B-3",2015-12-16,2015,"151","1516","site_12-B","3",2003-12-22,10,6,""
"151-1-31-1",2015-12-14,2015,"151","1516","site_1-31","1",2003-12-22,10,6,""
"151-1-31-2",2015-12-15,2015,"151","1516","site_1-31","2",2003-12-22,10,6,""
"151-1-31-3",2015-12-16,2015,"151","1516","site_1-31","3",2003-12-22,10,6,""
"151-1-32-1",2015-12-11,2015,"151","1516","site_1-32","1",2003-12-22,10,6,""
"151-1-32-2",2015-12-13,2015,"151","1516","site_1-32","2",2003-12-22,10,6,""
"151-1-32-3",2015-12-13,2015,"151","1516","site_1-32","3",2003-12-22,10,6,""
"151-1-36-1",2015-12-11,2015,"151","1516","site_1-36","1",1996-08-15,10,6,""
"151-1-36-2",2015-12-12,2015,"151","1516","site_1-36","2",1996-08-15,10,6,""
"151-1-36-3",2015-12-13,2015,"151","1516","site_1-36","3",1996-08-15,10,6,""
"151-1-37-1",2015-12-11,2015,"151","1516","site_1-37","1",2007-10-29,10,6,""
"151-1-37-2",2015-12-12,2015,"151","1516","site_1-37","2",2007-10-29,10,6,""
"151-1-37-3",2015-12-13,2015,"151","1516","site_1-37","3",2007-10-29,10,6,""
"151-1-38-1",2015-12-14,2015,"151","1516","site_1-38","1",1976-07-01,10,6,""
"151-1-38-2",2015-12-15,2015,"151","1516","site_1-38","2",1976-07-01,10,6,""
"151-1-38-3",2015-12-16,2015,"151","1516","site_1-38","3",1976-07-01,10,6,""
"151-1-4-1",2015-12-14,2015,"151","1516","site_1-4","1",1996-06-01,10,6,""
"151-1-4-2",2015-12-15,2015,"151","1516","site_1-4","2",1996-06-01,10,6,""
"151-1-4-3",2015-12-15,2015,"151","1516","site_1-4","3",1996-06-01,10,6,""
"151-1-46-1",2015-12-14,2015,"151","1516","site_1-46","1",2003-12-22,10,6,""
"151-1-46-2",2015-12-15,2015,"151","1516","site_1-46","2",2003-12-22,10,6,""
"151-1-46-3",2015-12-16,2015,"151","1516","site_1-46","3",2003-12-22,10,6,""
"151-1-47-1",2015-12-14,2015,"151","1516","site_1-47","1",2007-10-24,10,6,""
"151-1-47-2",2015-12-15,2015,"151","1516","site_1-47","2",2007-10-24,10,6,""
"151-1-47-3",2015-12-16,2015,"151","1516","site_1-47","3",2007-10-24,10,6,""
"151-1-48-1",2015-12-14,2015,"151","1516","site_1-48","1",2007-10-24,10,6,""
"151-1-48-2",2015-12-15,2015,"151","1516","site_1-48","2",2007-10-24,10,6,""
"151-1-48-3",2015-12-16,2015,"151","1516","site_1-48","3",2007-10-24,10,6,""
"151-1-49-1",2015-12-14,2015,"151","1516","site_1-49","1",2009-03-24,10,6,""
"151-1-49-2",2015-12-15,2015,"151","1516","site_1-49","2",2009-03-24,10,6,""
"151-1-49-3",2015-12-16,2015,"151","1516","site_1-49","3",2009-03-24,10,6,""
"151-1-50-1",2015-12-14,2015,"151","1516","site_1-50","1",2009-03-24,10,6,""
"151-1-50-2",2015-12-15,2015,"151","1516","site_1-50","2",2009-03-24,10,6,""
"151-1-50-3",2015-12-16,2015,"151","1516","site_1-50","3",2009-03-24,10,6,""
"151-1-51-1",2015-12-14,2015,"151","1516","site_1-51","1",2001-03-01,10,6,""
"151-1-51-2",2015-12-15,2015,"151","1516","site_1-51","2",2001-03-01,10,5,""
"151-1-51-3",2015-12-16,2015,"151","1516","site_1-51","3",2001-03-01,10,6,""
"151-1-52-1",2015-12-11,2015,"151","1516","site_1-52","1",2007-10-29,10,6,""
"151-1-52-2",2015-12-12,2015,"151","1516","site_1-52","2",2007-10-29,10,6,""
"151-1-52-3",2015-12-13,2015,"151","1516","site_1-52","3",2007-10-29,10,6,""
"151-1-53-1",2015-12-11,2015,"151","1516","site_1-53","1",2007-10-29,10,6,""
"151-1-53-2",2015-12-12,2015,"151","1516","site_1-53","2",2007-10-29,10,6,""
"151-1-53-3",2015-12-13,2015,"151","1516","site_1-53","3",2007-10-29,10,6,""
"151-1-54-1",2015-12-11,2015,"151","1516","site_1-54","1",2005-09-14,10,6,""
"151-1-54-2",2015-12-12,2015,"151","1516","site_1-54","2",2005-09-14,10,6,""
"151-1-54-3",2015-12-13,2015,"151","1516","site_1-54","3",2005-09-14,10,6,""
"151-1-55-1",2015-12-11,2015,"151","1516","site_1-55","1",2007-10-29,10,6,""
"151-1-55-2",2015-12-12,2015,"151","1516","site_1-55","2",2007-10-29,10,6,""
"151-1-55-3",2015-12-13,2015,"151","1516","site_1-55","3",2007-10-29,10,6,""
"151-1-56-1",2015-12-11,2015,"151","1516","site_1-56","1",2007-10-29,10,6,""
"151-1-56-2",2015-12-12,2015,"151","1516","site_1-56","2",2007-10-29,10,6,""
"151-1-56-3",2015-12-13,2015,"151","1516","site_1-56","3",2007-10-29,10,6,""
"151-1-57-1",2015-12-14,2015,"151","1516","site_1-57","1",2001-03-01,10,6,""
"151-1-57-2",2015-12-15,2015,"151","1516","site_1-57","2",2001-03-01,10,6,""
"151-1-57-3",2015-12-15,2015,"151","1516","site_1-57","3",2001-03-01,10,6,""
"151-1-58-1",2015-12-14,2015,"151","1516","site_1-58","1",2014-05-15,10,6,""
"151-1-58-2",2015-12-15,2015,"151","1516","site_1-58","2",2014-05-15,10,6,""
"151-1-58-3",2015-12-16,2015,"151","1516","site_1-58","3",2014-05-15,10,6,""
"151-1-59-1",2015-12-14,2015,"151","1516","site_1-59","1",1986-10-09,10,6,""
"151-1-59-2",2015-12-15,2015,"151","1516","site_1-59","2",1986-10-09,10,6,""
"151-1-59-3",2015-12-16,2015,"151","1516","site_1-59","3",1986-10-09,10,6,""
"151-1-60-2",2015-12-15,2015,"151","1516","site_1-60","2",2009-03-24,10,6,""
"151-1-60-3",2015-12-16,2015,"151","1516","site_1-60","3",2009-03-24,10,6,""
"151-1-61-1",2015-12-11,2015,"151","1516","site_1-61","1",2002-01-02,10,6,""
"151-1-61-2",2015-12-12,2015,"151","1516","site_1-61","2",2002-01-02,10,6,""
"151-1-61-3",2015-12-13,2015,"151","1516","site_1-61","3",2002-01-02,10,6,""
"151-1-62-1",2015-12-14,2015,"151","1516","site_1-62","1",2009-03-24,10,6,""
"151-1-62-3",2015-12-16,2015,"151","1516","site_1-62","3",2009-03-24,10,6,""
"151-1-63-1",2015-12-14,2015,"151","1516","site_1-63","1",2009-03-24,10,6,""
"151-1-63-2",2015-12-15,2015,"151","1516","site_1-63","2",2009-03-24,10,6,""
"151-1-63-3",2015-12-16,2015,"151","1516","site_1-63","3",2009-03-24,10,6,""
"151-1-64-1",2015-12-14,2015,"151","1516","site_1-64","1",2001-03-01,10,6,""
"151-1-64-2",2015-12-15,2015,"151","1516","site_1-64","2",2001-03-01,10,6,""
"151-1-64-3",2015-12-16,2015,"151","1516","site_1-64","3",2001-03-01,10,6,""
"151-1-65-1",2015-12-14,2015,"151","1516","site_1-65","1",2001-03-01,10,6,""
"151-1-65-2",2015-12-15,2015,"151","1516","site_1-65","2",2001-03-01,10,6,""
"151-1-65-3",2015-12-16,2015,"151","1516","site_1-65","3",2001-03-01,10,6,""
"151-1-7-1",2015-12-11,2015,"151","1516","site_1-7","1",2003-12-22,10,6,""
"151-1-7-2",2015-12-12,2015,"151","1516","site_1-7","2",2003-12-22,10,6,""
"151-1-7-3",2015-12-13,2015,"151","1516","site_1-7","3",2003-12-22,10,6,""
"151-1-8-1",2015-12-11,2015,"151","1516","site_1-8","1",2003-12-22,10,6,""
"151-1-8-2",2015-12-12,2015,"151","1516","site_1-8","2",2003-12-22,10,6,""
"151-1-8-3",2015-12-13,2015,"151","1516","site_1-8","3",2003-12-22,10,6,""
"151-1-G-1",2015-12-14,2015,"151","1516","site_1-G","1",NA,10,6,""
"151-1-G-2",2015-12-15,2015,"151","1516","site_1-G","2",NA,10,6,""
"151-1-G-3",2015-12-16,2015,"151","1516","site_1-G","3",NA,10,6,""
"151-2-12-1",2015-12-14,2015,"151","1516","site_2-12","1",2007-10-24,10,6,""
"151-2-12-2",2015-12-15,2015,"151","1516","site_2-12","2",2007-10-24,10,6,""
"151-2-12-3",2015-12-16,2015,"151","1516","site_2-12","3",2007-10-24,10,6,""
"151-2-13-1",2015-12-14,2015,"151","1516","site_2-13","1",2001-03-01,10,6,""
"151-2-13-2",2015-12-15,2015,"151","1516","site_2-13","2",2001-03-01,10,6,""
"151-2-13-3",2015-12-16,2015,"151","1516","site_2-13","3",2001-03-01,10,6,""
"151-2-4-1",2015-12-14,2015,"151","1516","site_2-4","1",NA,10,6,""
"151-2-4-2",2015-12-15,2015,"151","1516","site_2-4","2",NA,10,6,""
"151-2-4-3",2015-12-16,2015,"151","1516","site_2-4","3",NA,10,6,""
"151-2-7-1",2015-12-14,2015,"151","1516","site_2-7","1",2001-03-01,10,6,""
"151-2-7-2",2015-12-15,2015,"151","1516","site_2-7","2",2001-03-01,10,6,""
"151-2-7-3",2015-12-16,2015,"151","1516","site_2-7","3",2001-03-01,10,6,""
"151-2-8-1",2015-12-11,2015,"151","1516","site_2-8","1",2002-01-02,10,6,""
"151-2-8-2",2015-12-12,2015,"151","1516","site_2-8","2",2002-01-02,10,6,""
"151-2-8-3",2015-12-13,2015,"151","1516","site_2-8","3",2002-01-02,10,6,""
"151-4-33-1",2015-12-14,2015,"151","1516","site_4-33","1",2003-12-22,10,6,""
"151-4-33-2",2015-12-15,2015,"151","1516","site_4-33","2",2003-12-22,10,6,""
"151-4-33-3",2015-12-16,2015,"151","1516","site_4-33","3",2003-12-22,10,6,""
"151-4-4-1",2015-12-14,2015,"151","1516","site_4-4","1",2003-12-22,10,6,""
"151-4-4-2",2015-12-15,2015,"151","1516","site_4-4","2",2003-12-22,10,6,""
"151-4-4-3",2015-12-16,2015,"151","1516","site_4-4","3",2003-12-22,10,6,""
"151-4-A-1",2015-12-11,2015,"151","1516","site_4-A","1",2001-10-19,10,6,""
"151-4-A-2",2015-12-12,2015,"151","1516","site_4-A","2",2001-10-19,10,6,""
"151-4-A-3",2015-12-13,2015,"151","1516","site_4-A","3",2001-10-19,10,6,""
"151-4-D-1",2016-01-13,2015,"151","1516","site_4-D","1",2003-12-22,10,6,""
"151-4-D-2",2016-01-14,2015,"151","1516","site_4-D","2",2003-12-22,10,6,""
"151-4-D-3",2016-01-15,2015,"151","1516","site_4-D","3",2003-12-22,10,6,""
"151-6-1-1",2015-12-14,2015,"151","1516","site_6-1","1",2003-12-22,10,6,""
"151-6-1-2",2015-12-15,2015,"151","1516","site_6-1","2",2003-12-22,10,6,""
"151-6-120-1",2015-12-14,2015,"151","1516","site_6-120","1",2003-12-22,10,6,""
"151-6-120-2",2015-12-15,2015,"151","1516","site_6-120","2",2003-12-22,10,6,""
"151-6-120-3",2015-12-16,2015,"151","1516","site_6-120","3",2003-12-22,10,6,""
"151-6-1-3",2015-12-16,2015,"151","1516","site_6-1","3",2003-12-22,10,6,""
"151-6-13-1",2015-12-14,2015,"151","1516","site_6-13","1",2003-12-22,10,6,""
"151-6-13-2",2015-12-15,2015,"151","1516","site_6-13","2",2003-12-22,10,6,""
"151-6-13-3",2015-12-16,2015,"151","1516","site_6-13","3",2003-12-22,10,6,""
"151-6-139-1",2015-12-11,2015,"151","1516","site_6-139","1",1983-08-31,10,6,""
"151-6-139-2",2015-12-12,2015,"151","1516","site_6-139","2",1983-08-31,10,6,""
"151-6-152-1",2015-12-14,2015,"151","1516","site_6-152","1",2003-12-22,10,6,""
"151-6-152-3",2015-12-16,2015,"151","1516","site_6-152","3",2003-12-22,10,6,""
"151-6-155-1",2015-12-11,2015,"151","1516","site_6-155","1",1973-01-21,10,6,""
"151-6-155-2",2015-12-12,2015,"151","1516","site_6-155","2",1973-01-21,10,6,""
"151-6-155-3",2015-12-13,2015,"151","1516","site_6-155","3",1973-01-21,10,6,""
"151-6-162-1",2015-12-11,2015,"151","1516","site_6-162","1",1976-07-01,10,6,""
"151-6-162-2",2015-12-12,2015,"151","1516","site_6-162","2",1976-07-01,10,6,""
"151-6-162-3",2015-12-13,2015,"151","1516","site_6-162","3",1976-07-01,10,6,""
"151-6-163-1",2015-12-11,2015,"151","1516","site_6-163","1",2003-12-22,10,6,""
"151-6-163-2",2015-12-12,2015,"151","1516","site_6-163","2",2003-12-22,10,6,""
"151-6-163-3",2015-12-13,2015,"151","1516","site_6-163","3",2003-12-22,10,6,""
"151-6-54-1",2015-12-11,2015,"151","1516","site_6-54","1",2001-10-19,10,6,""
"151-6-54-2",2015-12-12,2015,"151","1516","site_6-54","2",2001-10-19,10,6,""
"151-6-54-3",2015-12-13,2015,"151","1516","site_6-54","3",2001-10-19,10,6,""
"151-6-59-1",2015-12-11,2015,"151","1516","site_6-59","1",2003-12-22,10,6,""
"151-6-59-2",2015-12-12,2015,"151","1516","site_6-59","2",2003-12-22,10,6,""
"151-6-59-3",2015-12-13,2015,"151","1516","site_6-59","3",2003-12-22,10,6,""
"151-6-76-1",2015-12-11,2015,"151","1516","site_6-76","1",2003-12-22,10,6,""
"151-6-76-2",2015-12-12,2015,"151","1516","site_6-76","2",2003-12-22,10,6,""
"151-6-76-3",2015-12-13,2015,"151","1516","site_6-76","3",2003-12-22,10,6,""
"151-6-94-1",2015-12-11,2015,"151","1516","site_6-94","1",2003-12-22,10,6,""
"151-6-94-2",2015-12-12,2015,"151","1516","site_6-94","2",2003-12-22,10,6,""
"151-6-94-3",2015-12-13,2015,"151","1516","site_6-94","3",2003-12-22,10,6,""
"151-7-14-1",2015-12-11,2015,"151","1516","site_7-14","1",2003-12-22,10,6,""
"151-7-14-2",2015-12-12,2015,"151","1516","site_7-14","2",2003-12-22,10,6,""
"151-7-14-3",2015-12-13,2015,"151","1516","site_7-14","3",2003-12-22,10,6,""
"151-7-2-1",2015-12-11,2015,"151","1516","site_7-2","1",2003-12-22,10,6,""
"151-7-2-2",2015-12-12,2015,"151","1516","site_7-2","2",2003-12-22,10,6,""
"151-7-2-3",2015-12-13,2015,"151","1516","site_7-2","3",2003-12-22,10,6,""
"151-7-3-1",2015-12-14,2015,"151","1516","site_7-3","1",1994-08-01,10,6,""
"151-7-3-2",2015-12-15,2015,"151","1516","site_7-3","2",1994-08-01,10,6,""
"151-7-3-3",2015-12-16,2015,"151","1516","site_7-3","3",1994-08-01,10,6,""
"151-7-44B-1",2015-12-11,2015,"151","1516","site_7-44B","1",2003-12-22,10,6,""
"151-7-44B-2",2015-12-12,2015,"151","1516","site_7-44B","2",2003-12-22,10,6,""
"151-7-44B-3",2015-12-13,2015,"151","1516","site_7-44B","3",2003-12-22,10,6,""
"151-7-45-1",2015-12-11,2015,"151","1516","site_7-45","1",2003-12-22,10,6,""
"151-7-45-2",2015-12-12,2015,"151","1516","site_7-45","2",2003-12-22,10,6,""
"151-7-45-3",2015-12-13,2015,"151","1516","site_7-45","3",2003-12-22,10,6,""
"151-7-47-1",2015-12-14,2015,"151","1516","site_7-47","1",2003-12-22,10,6,""
"151-7-47-2",2015-12-15,2015,"151","1516","site_7-47","2",2003-12-22,10,6,""
"151-7-47-3",2015-12-16,2015,"151","1516","site_7-47","3",2003-12-22,10,6,""
"151-7-68-1",2015-12-14,2015,"151","1516","site_7-68","1",2003-12-22,10,6,""
"151-7-68-2",2015-12-15,2015,"151","1516","site_7-68","2",2003-12-22,10,6,""
"151-7-68-3",2015-12-16,2015,"151","1516","site_7-68","3",2003-12-22,10,6,""
"151-7-92-1",2015-12-11,2015,"151","1516","site_7-92","1",1973-01-21,10,6,""
"151-7-92-2",2015-12-12,2015,"151","1516","site_7-92","2",1973-01-21,10,6,""
"151-7-92-3",2015-12-13,2015,"151","1516","site_7-92","3",1973-01-21,10,6,""
"151-7-94-1",2015-12-11,2015,"151","1516","site_7-94","1",2003-12-22,10,6,""
"151-7-94-2",2015-12-12,2015,"151","1516","site_7-94","2",2003-12-22,10,6,""
"151-7-94-3",2015-12-13,2015,"151","1516","site_7-94","3",2003-12-22,10,6,""
"151-7-95-1",2015-12-11,2015,"151","1516","site_7-95","1",2003-12-22,10,6,""
"151-7-95-2",2015-12-12,2015,"151","1516","site_7-95","2",2003-12-22,10,6,""
"151-7-95-3",2015-12-13,2015,"151","1516","site_7-95","3",2003-12-22,10,6,""
"151-7-G-1",2015-12-14,2015,"151","1516","site_7-G","1",2000-08-03,10,6,""
"151-7-G-2",2015-12-15,2015,"151","1516","site_7-G","2",2000-08-03,10,6,""
"151-7-G-3",2015-12-16,2015,"151","1516","site_7-G","3",2000-08-03,10,6,""
"151-8-3-1",2015-12-11,2015,"151","1516","site_8-3","1",2003-12-22,10,6,""
"151-8-3-2",2015-12-12,2015,"151","1516","site_8-3","2",2003-12-22,10,6,""
"151-8-3-3",2015-12-13,2015,"151","1516","site_8-3","3",2003-12-22,10,6,""
"151-8-4-1",2015-12-11,2015,"151","1516","site_8-4","1",2003-12-22,10,6,""
"151-8-4-2",2015-12-12,2015,"151","1516","site_8-4","2",2003-12-22,10,6,""
"151-8-4-3",2015-12-13,2015,"151","1516","site_8-4","3",2003-12-22,10,6,""
"151-8-A-1",2016-01-13,2015,"151","1516","site_8-A","1",2003-12-22,10,6,""
"151-8-A-2",2016-01-14,2015,"151","1516","site_8-A","2",2003-12-22,10,6,""
"151-8-A-3",2016-01-15,2015,"151","1516","site_8-A","3",2003-12-22,10,6,""
"151-9-6-1",2015-12-11,2015,"151","1516","site_9-6","1",NA,10,6,""
"151-9-6-2",2015-12-12,2015,"151","1516","site_9-6","2",NA,10,6,""
"151-9-6-3",2015-12-13,2015,"151","1516","site_9-6","3",NA,10,6,""
"151-9-9-1",2015-12-11,2015,"151","1516","site_9-9","1",NA,10,6,""
"151-9-9-2",2015-12-12,2015,"151","1516","site_9-9","2",NA,10,6,""
"151-9-9-3",2015-12-13,2015,"151","1516","site_9-9","3",NA,10,6,""
